League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,
Premier League ,15/16 ,3 ,Crystal Palace ,Aston Villa ,2 ,1 ,49% ,51% ,16 ,11 ,6 ,2 ,7 ,6 ,3 ,3 ,6 ,4 ,4 ,0 ,0 ,0 ,3 ,3 ,null ,null ,null ,null ,null ,null ,10 ,7 ,6 ,5 ,2 ,4 ,357 ,363 ,283 (79%) ,283 (78%) ,59 ,61 ,24 ,27 ,46% ,54% ,5 ,7 ,1 ,2 ,3 ,3 ,1 ,2 ,0 ,3 ,2 ,0 ,1 ,0 ,null ,null ,null ,null ,null ,null ,1 ,4 ,4 ,3 ,2 ,1 ,204 ,230 ,161 (79%) ,190 (83%) ,24 ,35 ,12 ,17 ,54% ,46% ,11 ,4 ,5 ,0 ,4 ,3 ,2 ,1 ,6 ,1 ,2 ,0 ,2 ,3 ,null ,null ,null ,null ,null ,null ,9 ,3 ,2 ,2 ,0 ,3 ,153 ,133 ,122 (80%) ,93 (70%) ,35 ,26 ,12 ,10 ,
Premier League ,15/16 ,3 ,Leicester City ,Tottenham ,1 ,1 ,34% ,66% ,13 ,19 ,2 ,6 ,5 ,9 ,6 ,4 ,2 ,7 ,1 ,0 ,0 ,0 ,1 ,4 ,null ,null ,1 ,0 ,null ,null ,7 ,12 ,6 ,7 ,5 ,1 ,265 ,523 ,180 (68%) ,440 (84%) ,60 ,53 ,16 ,25 ,28% ,72% ,6 ,7 ,0 ,2 ,2 ,3 ,4 ,2 ,1 ,2 ,0 ,0 ,0 ,2 ,null ,null ,0 ,0 ,null ,null ,3 ,3 ,3 ,4 ,2 ,0 ,123 ,335 ,86 (70%) ,298 (89%) ,35 ,22 ,7 ,11 ,43% ,57% ,7 ,12 ,2 ,4 ,3 ,6 ,2 ,2 ,1 ,5 ,1 ,0 ,1 ,2 ,null ,null ,1 ,0 ,null ,null ,4 ,9 ,3 ,3 ,3 ,1 ,142 ,188 ,94 (66%) ,142 (76%) ,25 ,31 ,9 ,14 ,
Premier League ,15/16 ,3 ,Norwich City ,Stoke City ,1 ,1 ,42% ,58% ,20 ,6 ,7 ,1 ,8 ,4 ,5 ,1 ,9 ,0 ,2 ,4 ,0 ,0 ,4 ,1 ,null ,null ,null ,null ,null ,null ,10 ,4 ,10 ,2 ,0 ,6 ,326 ,467 ,256 (79%) ,392 (84%) ,44 ,44 ,11 ,10 ,42% ,58% ,9 ,2 ,3 ,1 ,4 ,1 ,2 ,0 ,1 ,0 ,1 ,4 ,1 ,0 ,null ,null ,null ,null ,null ,null ,3 ,1 ,6 ,1 ,0 ,2 ,158 ,227 ,129 (82%) ,196 (86%) ,18 ,22 ,2 ,3 ,42% ,58% ,11 ,4 ,4 ,0 ,4 ,3 ,3 ,1 ,8 ,0 ,1 ,0 ,3 ,1 ,null ,null ,null ,null ,null ,null ,7 ,3 ,4 ,1 ,0 ,4 ,168 ,240 ,127 (76%) ,196 (82%) ,26 ,22 ,9 ,7 ,
Premier League ,15/16 ,3 ,Sunderland ,Swansea City ,1 ,1 ,39% ,61% ,10 ,20 ,2 ,9 ,5 ,6 ,3 ,5 ,3 ,4 ,4 ,2 ,0 ,0 ,4 ,2 ,null ,null ,0 ,1 ,null ,null ,4 ,10 ,6 ,10 ,8 ,1 ,318 ,494 ,216 (68%) ,410 (83%) ,67 ,51 ,22 ,18 ,36% ,64% ,2 ,7 ,1 ,2 ,1 ,2 ,0 ,3 ,1 ,1 ,1 ,1 ,2 ,0 ,null ,null ,0 ,0 ,null ,null ,1 ,3 ,1 ,4 ,1 ,1 ,159 ,273 ,108 (68%) ,231 (85%) ,33 ,27 ,12 ,11 ,42% ,58% ,8 ,13 ,1 ,7 ,4 ,4 ,3 ,2 ,2 ,3 ,3 ,1 ,2 ,2 ,null ,null ,0 ,1 ,null ,null ,3 ,7 ,5 ,6 ,7 ,0 ,159 ,221 ,108 (68%) ,179 (81%) ,34 ,24 ,10 ,7 ,
Premier League ,15/16 ,3 ,West Ham United ,Bournemouth ,3 ,4 ,45% ,55% ,10 ,15 ,4 ,7 ,3 ,6 ,3 ,2 ,5 ,4 ,3 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,6 ,9 ,4 ,6 ,3 ,1 ,373 ,452 ,254 (68%) ,332 (73%) ,59 ,64 ,21 ,27 ,46% ,54% ,2 ,9 ,0 ,3 ,1 ,4 ,1 ,2 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,1 ,6 ,1 ,3 ,1 ,0 ,194 ,220 ,131 (68%) ,163 (74%) ,33 ,30 ,12 ,10 ,44% ,56% ,8 ,6 ,4 ,4 ,2 ,2 ,2 ,0 ,2 ,1 ,3 ,1 ,0 ,1 ,1 ,0 ,null ,null ,null ,null ,5 ,3 ,3 ,3 ,2 ,1 ,179 ,232 ,123 (69%) ,169 (73%) ,26 ,34 ,9 ,17 ,
Premier League ,15/16 ,3 ,West Bromwich Albion ,Chelsea ,2 ,3 ,43% ,57% ,15 ,15 ,6 ,5 ,6 ,7 ,3 ,3 ,8 ,7 ,2 ,1 ,0 ,0 ,2 ,1 ,0 ,1 ,null ,null ,0 ,3 ,8 ,10 ,7 ,5 ,2 ,4 ,373 ,496 ,284 (76%) ,404 (81%) ,45 ,43 ,16 ,19 ,36% ,64% ,3 ,9 ,2 ,4 ,1 ,3 ,0 ,2 ,2 ,4 ,1 ,1 ,1 ,1 ,0 ,0 ,null ,null ,0 ,3 ,3 ,6 ,0 ,3 ,1 ,1 ,172 ,317 ,120 (70%) ,265 (84%) ,20 ,17 ,9 ,8 ,53% ,47% ,12 ,6 ,4 ,1 ,5 ,4 ,3 ,1 ,6 ,3 ,1 ,0 ,1 ,0 ,0 ,1 ,null ,null ,0 ,0 ,5 ,4 ,7 ,2 ,1 ,3 ,201 ,179 ,164 (82%) ,139 (78%) ,25 ,26 ,7 ,11 ,
Premier League ,15/16 ,3 ,Everton ,Manchester City ,0 ,2 ,45% ,55% ,10 ,16 ,1 ,9 ,5 ,3 ,4 ,4 ,8 ,7 ,3 ,2 ,0 ,0 ,0 ,3 ,null ,null ,1 ,1 ,null ,null ,5 ,9 ,5 ,7 ,7 ,1 ,408 ,487 ,334 (82%) ,414 (85%) ,54 ,47 ,11 ,16 ,48% ,52% ,5 ,9 ,1 ,5 ,4 ,1 ,0 ,3 ,2 ,3 ,1 ,1 ,0 ,2 ,null ,null ,1 ,0 ,null ,null ,1 ,4 ,4 ,5 ,5 ,1 ,212 ,227 ,179 (84%) ,191 (84%) ,29 ,26 ,5 ,7 ,43% ,57% ,5 ,7 ,0 ,4 ,1 ,2 ,4 ,1 ,6 ,4 ,2 ,1 ,0 ,1 ,null ,null ,0 ,1 ,null ,null ,4 ,5 ,1 ,2 ,2 ,0 ,196 ,260 ,155 (79%) ,223 (86%) ,25 ,21 ,6 ,9 ,
Premier League ,15/16 ,3 ,Watford ,Southampton ,0 ,0 ,52% ,48% ,13 ,14 ,0 ,4 ,6 ,10 ,7 ,0 ,5 ,2 ,4 ,2 ,0 ,0 ,0 ,2 ,null ,null ,null ,null ,null ,null ,6 ,8 ,7 ,6 ,4 ,0 ,431 ,412 ,316 (73%) ,308 (75%) ,62 ,51 ,25 ,23 ,51% ,49% ,3 ,3 ,0 ,1 ,1 ,2 ,2 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,0 ,3 ,3 ,0 ,1 ,0 ,222 ,210 ,166 (75%) ,158 (75%) ,27 ,24 ,13 ,7 ,52% ,48% ,10 ,11 ,0 ,3 ,5 ,8 ,5 ,0 ,4 ,1 ,3 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,6 ,5 ,4 ,6 ,3 ,0 ,209 ,202 ,150 (72%) ,150 (74%) ,35 ,27 ,12 ,16 ,
Premier League ,15/16 ,3 ,Arsenal ,Liverpool ,0 ,0 ,65% ,35% ,19 ,15 ,5 ,8 ,9 ,4 ,5 ,3 ,7 ,8 ,5 ,4 ,2 ,13 ,1 ,4 ,null ,null ,1 ,2 ,0 ,1 ,10 ,11 ,9 ,4 ,8 ,5 ,667 ,351 ,564 (85%) ,250 (71%) ,69 ,65 ,20 ,29 ,61% ,39% ,3 ,11 ,1 ,5 ,1 ,3 ,1 ,3 ,2 ,6 ,5 ,4 ,0 ,0 ,null ,null ,0 ,2 ,0 ,0 ,3 ,10 ,0 ,1 ,5 ,1 ,309 ,197 ,260 (84%) ,142 (72%) ,32 ,37 ,12 ,19 ,70% ,30% ,16 ,4 ,4 ,3 ,8 ,1 ,4 ,0 ,5 ,2 ,0 ,0 ,1 ,4 ,null ,null ,1 ,0 ,0 ,1 ,7 ,1 ,9 ,3 ,3 ,4 ,358 ,154 ,304 (85%) ,108 (70%) ,37 ,28 ,8 ,10 ,
Premier League ,15/16 ,4 ,Newcastle United ,Arsenal ,0 ,1 ,26% ,74% ,1 ,22 ,0 ,9 ,1 ,6 ,0 ,7 ,0 ,9 ,2 ,2 ,0 ,0 ,6 ,1 ,1 ,0 ,null ,null ,null ,null ,1 ,15 ,0 ,8 ,9 ,0 ,268 ,777 ,206 (77%) ,712 (92%) ,42 ,50 ,9 ,9 ,26% ,74% ,1 ,10 ,0 ,2 ,1 ,4 ,0 ,4 ,0 ,3 ,0 ,1 ,3 ,0 ,1 ,0 ,null ,null ,null ,null ,1 ,5 ,0 ,5 ,2 ,0 ,126 ,365 ,93 (74%) ,329 (90%) ,23 ,18 ,6 ,3 ,26% ,74% ,0 ,12 ,0 ,7 ,0 ,2 ,0 ,3 ,0 ,6 ,2 ,1 ,3 ,1 ,0 ,0 ,null ,null ,null ,null ,0 ,10 ,0 ,3 ,7 ,0 ,142 ,412 ,113 (80%) ,383 (93%) ,19 ,32 ,3 ,6 ,
Premier League ,15/16 ,4 ,Aston Villa ,Sunderland ,2 ,2 ,62% ,38% ,21 ,7 ,6 ,3 ,11 ,3 ,4 ,1 ,5 ,4 ,0 ,1 ,0 ,0 ,2 ,1 ,null ,null ,null ,null ,1 ,0 ,14 ,4 ,7 ,3 ,1 ,4 ,523 ,329 ,439 (84%) ,241 (73%) ,78 ,67 ,29 ,22 ,63% ,37% ,10 ,1 ,3 ,1 ,5 ,0 ,2 ,0 ,3 ,1 ,0 ,0 ,1 ,0 ,null ,null ,null ,null ,1 ,0 ,7 ,0 ,3 ,1 ,0 ,1 ,268 ,155 ,230 (86%) ,116 (75%) ,28 ,26 ,8 ,8 ,60% ,40% ,11 ,6 ,3 ,2 ,6 ,3 ,2 ,1 ,2 ,3 ,0 ,1 ,1 ,1 ,null ,null ,null ,null ,0 ,0 ,7 ,4 ,4 ,2 ,1 ,3 ,255 ,174 ,209 (82%) ,125 (72%) ,50 ,41 ,21 ,14 ,
Premier League ,15/16 ,4 ,Bournemouth ,Leicester City ,1 ,1 ,56% ,44% ,5 ,4 ,2 ,2 ,0 ,2 ,3 ,0 ,4 ,4 ,1 ,1 ,0 ,0 ,2 ,4 ,null ,null ,null ,null ,null ,null ,2 ,4 ,3 ,0 ,1 ,1 ,435 ,336 ,322 (74%) ,223 (66%) ,66 ,72 ,26 ,21 ,58% ,42% ,4 ,1 ,2 ,0 ,0 ,1 ,2 ,0 ,3 ,1 ,0 ,1 ,1 ,2 ,null ,null ,null ,null ,null ,null ,2 ,1 ,2 ,0 ,0 ,1 ,227 ,165 ,169 (74%) ,110 (67%) ,35 ,34 ,14 ,9 ,53% ,47% ,1 ,3 ,0 ,2 ,0 ,1 ,1 ,0 ,1 ,3 ,1 ,0 ,1 ,2 ,null ,null ,null ,null ,null ,null ,0 ,3 ,1 ,0 ,1 ,0 ,208 ,171 ,153 (74%) ,113 (66%) ,31 ,38 ,12 ,12 ,
Premier League ,15/16 ,4 ,Chelsea ,Crystal Palace ,1 ,2 ,63% ,37% ,26 ,13 ,9 ,5 ,9 ,6 ,8 ,2 ,7 ,7 ,0 ,2 ,0 ,0 ,1 ,1 ,null ,null ,null ,null ,null ,null ,17 ,9 ,9 ,4 ,3 ,7 ,582 ,321 ,487 (84%) ,239 (74%) ,65 ,45 ,21 ,15 ,67% ,33% ,12 ,5 ,4 ,2 ,6 ,2 ,2 ,1 ,4 ,5 ,0 ,2 ,0 ,0 ,null ,null ,null ,null ,null ,null ,7 ,3 ,5 ,2 ,2 ,4 ,355 ,170 ,309 (87%) ,129 (76%) ,28 ,17 ,10 ,7 ,59% ,41% ,14 ,8 ,5 ,3 ,3 ,4 ,6 ,1 ,3 ,2 ,0 ,0 ,1 ,1 ,null ,null ,null ,null ,null ,null ,10 ,6 ,4 ,2 ,1 ,3 ,227 ,151 ,178 (78%) ,110 (73%) ,37 ,28 ,11 ,8 ,
Premier League ,15/16 ,4 ,Liverpool ,West Ham United ,0 ,3 ,62% ,38% ,13 ,12 ,1 ,5 ,7 ,4 ,5 ,3 ,5 ,7 ,1 ,0 ,0 ,0 ,5 ,2 ,1 ,1 ,1 ,0 ,null ,null ,4 ,8 ,9 ,4 ,2 ,1 ,543 ,326 ,463 (85%) ,238 (73%) ,42 ,62 ,17 ,14 ,70% ,30% ,4 ,6 ,0 ,2 ,3 ,3 ,1 ,1 ,3 ,3 ,1 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,null ,null ,1 ,4 ,3 ,2 ,0 ,0 ,304 ,124 ,266 (88%) ,80 (65%) ,17 ,28 ,8 ,6 ,55% ,45% ,9 ,6 ,1 ,3 ,4 ,1 ,4 ,2 ,2 ,4 ,0 ,0 ,4 ,1 ,1 ,1 ,0 ,0 ,null ,null ,3 ,4 ,6 ,2 ,2 ,1 ,239 ,202 ,197 (82%) ,158 (78%) ,25 ,34 ,9 ,8 ,
Premier League ,15/16 ,4 ,Manchester City ,Watford ,2 ,0 ,58% ,42% ,18 ,7 ,5 ,0 ,8 ,2 ,5 ,5 ,9 ,3 ,1 ,1 ,0 ,0 ,1 ,2 ,null ,null ,null ,null ,null ,null ,8 ,3 ,10 ,4 ,0 ,3 ,645 ,458 ,594 (92%) ,393 (86%) ,48 ,50 ,9 ,3 ,61% ,39% ,8 ,2 ,2 ,0 ,3 ,0 ,3 ,2 ,6 ,2 ,1 ,0 ,1 ,1 ,null ,null ,null ,null ,null ,null ,5 ,2 ,3 ,0 ,0 ,2 ,342 ,220 ,312 (91%) ,179 (81%) ,25 ,30 ,7 ,0 ,55% ,45% ,10 ,5 ,3 ,0 ,5 ,2 ,2 ,3 ,3 ,1 ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,null ,null ,3 ,1 ,7 ,4 ,0 ,1 ,303 ,238 ,282 (93%) ,214 (90%) ,23 ,20 ,2 ,3 ,
Premier League ,15/16 ,4 ,Stoke City ,West Bromwich Albion ,0 ,1 ,49% ,51% ,13 ,15 ,5 ,5 ,5 ,6 ,3 ,4 ,6 ,5 ,2 ,3 ,0 ,0 ,1 ,4 ,2 ,0 ,null ,null ,null ,null ,3 ,8 ,10 ,7 ,4 ,4 ,446 ,456 ,375 (84%) ,395 (87%) ,52 ,40 ,12 ,9 ,61% ,39% ,6 ,7 ,3 ,4 ,2 ,2 ,1 ,1 ,4 ,2 ,1 ,2 ,0 ,1 ,2 ,0 ,null ,null ,null ,null ,3 ,5 ,3 ,2 ,3 ,2 ,267 ,164 ,228 (85%) ,136 (83%) ,27 ,22 ,8 ,6 ,37% ,63% ,7 ,8 ,2 ,1 ,3 ,4 ,2 ,3 ,2 ,3 ,1 ,1 ,1 ,3 ,0 ,0 ,null ,null ,null ,null ,0 ,3 ,7 ,5 ,1 ,2 ,179 ,292 ,147 (82%) ,259 (89%) ,25 ,18 ,4 ,3 ,
Premier League ,15/16 ,4 ,Tottenham ,Everton ,0 ,0 ,49% ,51% ,20 ,8 ,6 ,3 ,8 ,4 ,6 ,1 ,6 ,2 ,3 ,1 ,0 ,0 ,4 ,1 ,null ,null ,null ,null ,1 ,0 ,10 ,4 ,10 ,4 ,3 ,6 ,440 ,443 ,372 (85%) ,368 (83%) ,54 ,55 ,16 ,11 ,45% ,55% ,10 ,3 ,4 ,2 ,3 ,1 ,3 ,0 ,3 ,1 ,0 ,0 ,0 ,1 ,null ,null ,null ,null ,1 ,0 ,5 ,0 ,5 ,3 ,2 ,4 ,222 ,275 ,188 (85%) ,235 (85%) ,27 ,23 ,6 ,3 ,55% ,45% ,10 ,5 ,2 ,1 ,5 ,3 ,3 ,1 ,3 ,1 ,3 ,1 ,4 ,0 ,null ,null ,null ,null ,0 ,0 ,5 ,4 ,5 ,1 ,1 ,2 ,218 ,168 ,184 (84%) ,133 (79%) ,27 ,32 ,10 ,8 ,
Premier League ,15/16 ,4 ,Southampton ,Norwich City ,3 ,0 ,61% ,39% ,23 ,6 ,8 ,1 ,13 ,3 ,2 ,2 ,6 ,4 ,2 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,null ,null ,null ,null ,17 ,3 ,6 ,3 ,1 ,5 ,533 ,348 ,451 (85%) ,255 (73%) ,57 ,37 ,22 ,15 ,62% ,38% ,10 ,2 ,3 ,0 ,6 ,1 ,1 ,1 ,4 ,1 ,1 ,0 ,0 ,2 ,0 ,1 ,null ,null ,null ,null ,7 ,1 ,3 ,1 ,0 ,2 ,279 ,179 ,231 (83%) ,128 (72%) ,30 ,17 ,12 ,7 ,60% ,40% ,13 ,4 ,5 ,1 ,7 ,2 ,1 ,1 ,2 ,3 ,1 ,0 ,null ,null ,0 ,0 ,null ,null ,null ,null ,10 ,2 ,3 ,2 ,1 ,3 ,254 ,169 ,220 (87%) ,127 (75%) ,27 ,20 ,10 ,8 ,
Premier League ,15/16 ,4 ,Swansea City ,Manchester United ,2 ,1 ,35% ,65% ,9 ,11 ,4 ,4 ,4 ,6 ,1 ,1 ,0 ,1 ,3 ,1 ,0 ,0 ,2 ,2 ,null ,null ,1 ,0 ,2 ,0 ,4 ,7 ,5 ,4 ,3 ,2 ,365 ,657 ,254 (70%) ,542 (82%) ,52 ,58 ,17 ,28 ,37% ,63% ,5 ,7 ,1 ,2 ,3 ,4 ,1 ,1 ,0 ,1 ,1 ,0 ,1 ,2 ,null ,null ,1 ,0 ,0 ,0 ,2 ,3 ,3 ,4 ,2 ,1 ,198 ,337 ,142 (72%) ,279 (83%) ,27 ,27 ,9 ,13 ,33% ,67% ,4 ,4 ,3 ,2 ,1 ,2 ,0 ,0 ,0 ,0 ,2 ,1 ,1 ,0 ,null ,null ,0 ,0 ,2 ,0 ,2 ,4 ,2 ,0 ,1 ,1 ,167 ,320 ,112 (67%) ,263 (82%) ,25 ,31 ,8 ,15 ,
Premier League ,15/16 ,5 ,Everton ,Chelsea ,3 ,1 ,38% ,62% ,14 ,15 ,9 ,2 ,5 ,6 ,0 ,7 ,7 ,14 ,0 ,2 ,0 ,0 ,2 ,2 ,null ,null ,null ,null ,null ,null ,9 ,9 ,5 ,6 ,1 ,6 ,351 ,561 ,287 (82%) ,493 (88%) ,56 ,44 ,12 ,5 ,41% ,59% ,6 ,11 ,4 ,1 ,2 ,5 ,0 ,5 ,3 ,9 ,0 ,2 ,0 ,0 ,null ,null ,null ,null ,null ,null ,3 ,5 ,3 ,6 ,0 ,2 ,201 ,296 ,167 (83%) ,266 (90%) ,26 ,18 ,7 ,4 ,36% ,64% ,8 ,4 ,5 ,1 ,3 ,1 ,0 ,2 ,4 ,5 ,0 ,0 ,2 ,2 ,null ,null ,null ,null ,null ,null ,6 ,4 ,2 ,0 ,1 ,4 ,150 ,265 ,120 (80%) ,227 (86%) ,30 ,26 ,5 ,1 ,
Premier League ,15/16 ,5 ,Arsenal ,Stoke City ,2 ,0 ,67% ,33% ,29 ,8 ,12 ,3 ,9 ,2 ,8 ,3 ,13 ,1 ,3 ,3 ,0 ,0 ,1 ,1 ,null ,null ,1 ,0 ,null ,null ,23 ,2 ,6 ,6 ,3 ,10 ,628 ,305 ,544 (87%) ,226 (74%) ,54 ,37 ,12 ,7 ,72% ,28% ,13 ,2 ,6 ,1 ,5 ,0 ,2 ,1 ,7 ,0 ,1 ,2 ,1 ,0 ,null ,null ,1 ,0 ,null ,null ,8 ,0 ,5 ,2 ,1 ,5 ,353 ,135 ,303 (86%) ,93 (69%) ,27 ,19 ,5 ,5 ,62% ,38% ,16 ,6 ,6 ,2 ,4 ,2 ,6 ,2 ,6 ,1 ,2 ,1 ,0 ,1 ,null ,null ,0 ,0 ,null ,null ,15 ,2 ,1 ,4 ,2 ,5 ,275 ,170 ,241 (88%) ,133 (78%) ,27 ,18 ,7 ,2 ,
Premier League ,15/16 ,5 ,Crystal Palace ,Manchester City ,0 ,1 ,42% ,58% ,10 ,21 ,2 ,7 ,6 ,9 ,2 ,5 ,4 ,4 ,5 ,0 ,0 ,0 ,2 ,3 ,null ,null ,null ,null ,null ,null ,5 ,12 ,5 ,9 ,6 ,2 ,359 ,498 ,273 (76%) ,402 (81%) ,57 ,42 ,19 ,10 ,42% ,58% ,7 ,7 ,1 ,4 ,4 ,1 ,2 ,2 ,2 ,0 ,3 ,0 ,1 ,1 ,null ,null ,null ,null ,null ,null ,3 ,4 ,4 ,3 ,4 ,1 ,183 ,246 ,142 (78%) ,193 (78%) ,25 ,16 ,8 ,3 ,41% ,59% ,3 ,14 ,1 ,3 ,2 ,8 ,0 ,3 ,2 ,4 ,2 ,0 ,1 ,2 ,null ,null ,null ,null ,null ,null ,2 ,8 ,1 ,6 ,2 ,1 ,176 ,252 ,131 (74%) ,209 (83%) ,32 ,26 ,11 ,7 ,
Premier League ,15/16 ,5 ,Norwich City ,Bournemouth ,3 ,1 ,47% ,53% ,12 ,7 ,4 ,2 ,8 ,3 ,0 ,2 ,4 ,4 ,0 ,2 ,0 ,0 ,2 ,3 ,null ,null ,1 ,0 ,null ,null ,7 ,5 ,5 ,2 ,1 ,1 ,432 ,476 ,336 (78%) ,374 (79%) ,54 ,38 ,16 ,11 ,52% ,48% ,4 ,2 ,1 ,1 ,3 ,1 ,0 ,0 ,1 ,3 ,0 ,1 ,2 ,2 ,null ,null ,0 ,0 ,null ,null ,3 ,1 ,1 ,1 ,1 ,0 ,226 ,205 ,179 (79%) ,160 (78%) ,30 ,19 ,11 ,4 ,43% ,57% ,8 ,5 ,3 ,1 ,5 ,2 ,0 ,2 ,3 ,1 ,0 ,1 ,0 ,1 ,null ,null ,1 ,0 ,null ,null ,4 ,4 ,4 ,1 ,0 ,1 ,206 ,271 ,157 (76%) ,214 (79%) ,24 ,19 ,5 ,7 ,
Premier League ,15/16 ,5 ,Watford ,Swansea City ,1 ,0 ,39% ,61% ,17 ,8 ,6 ,3 ,7 ,4 ,4 ,1 ,1 ,3 ,0 ,6 ,0 ,0 ,1 ,1 ,1 ,0 ,null ,null ,1 ,0 ,9 ,3 ,8 ,5 ,3 ,5 ,330 ,515 ,236 (72%) ,416 (81%) ,47 ,44 ,13 ,20 ,44% ,56% ,7 ,3 ,1 ,2 ,3 ,0 ,3 ,1 ,1 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,null ,null ,0 ,0 ,1 ,1 ,6 ,2 ,2 ,1 ,195 ,251 ,144 (74%) ,206 (82%) ,24 ,23 ,8 ,10 ,33% ,67% ,10 ,5 ,5 ,1 ,4 ,4 ,1 ,0 ,0 ,3 ,0 ,1 ,1 ,1 ,1 ,0 ,null ,null ,1 ,0 ,8 ,2 ,2 ,3 ,1 ,4 ,135 ,264 ,92 (68%) ,210 (80%) ,23 ,21 ,5 ,10 ,
